vif.final_model_clean.
1.1224947240526768
1.5589152642259045
1.5570160060189595
1.0224586011056043
1.009537513271034
1.1095707724662742
1.1412797889304174
1.1352022650210565
1.5840182420374118
1.038917299919449
6.392599369200007
5.893324213560879
1.1965718309791535
